iter	RMSE
656	517.9495815
657	517.4133634
658	516.8273324
659	516.2165946
660	515.6997495
661	515.2742097
662	514.819468
663	514.2603188
664	513.833547
665	513.234094
666	512.9905655
667	512.3143193
668	511.1784894
669	510.7229176
670	510.0022883
671	509.6173006
672	509.2640429
673	508.4930143
674	507.8431383
675	507.2930474
676	506.9906284
677	506.3313076
678	506.0107456
679	505.5285181
680	504.9354105
681	504.6066601
682	504.1215399
683	503.608766
684	502.9436649
685	502.4689513
686	501.8481276
687	501.4846127
688	501.0617811
689	500.852446
690	500.5649278
691	500.2669148
692	499.9010818
693	499.6968
694	499.4413607
695	498.9736523
696	498.2946464
697	497.7573121
698	496.8681877
699	496.3248803
700	496.0161367
701	495.4993594
702	494.858687
703	494.5124078
704	494.3405436
705	493.8739009
706	493.436022
707	492.9236822
708	492.5749447
709	492.2744323
710	492.0584561
711	491.4368101
712	491.1424665
713	490.5436718
714	490.1154592
715	489.8100653
716	489.5732925
717	488.828122
718	488.4151121
719	487.9058195
720	487.4529758
721	486.8505379
722	485.7427111
723	485.4973663
724	484.9799279
725	483.9326619
726	483.7332211
727	483.5001167
728	482.9461064
729	482.200864
730	481.6023534
731	481.12173
732	480.5369331
733	479.8704441
734	479.393617
735	478.8314768
736	478.3332025
737	477.9244949
738	477.3870934
739	477.1838469
740	476.6540998
741	476.3187589
742	476.2656543
743	475.6827988
744	475.2480714
745	474.9929085
746	474.2490531
747	473.5109309
748	473.1382534
749	472.31012
750	472.0201852
751	471.6640434
752	471.0518901
753	470.4407012
754	469.9422148
755	469.3596965
756	468.6468427
757	467.9995063
758	467.7426023
759	467.2933445
760	467.1167424
761	466.7329727
762	466.3624304
763	465.9152327
764	465.4077833
765	465.0763469
766	464.7526222
767	464.5088508
768	464.0074172
769	463.8202757
770	463.524365
771	463.0391633
772	462.693919
773	462.164843
774	461.6982876
775	461.0007125
776	460.4856705
777	459.9138783
778	459.5880123
779	459.0328478
780	458.5517501
781	458.1534606
782	457.9279463
783	457.6632272
784	457.4596735
785	457.1218425
786	456.5981461
787	456.2328782
788	455.7102457
789	455.2420098
790	454.7230952
791	454.4207981
792	454.1952668
793	453.9630776
794	453.4489958
795	453.0889269
796	452.6565174
797	452.2169839
798	451.8315532
799	451.2732576
800	450.8732502
801	450.3642992
802	450.243716
803	449.9938349
804	449.3143048
805	448.9215277
806	448.2582103
807	448.0036979
808	447.6082146
809	447.295811
810	446.8371997
811	446.3763796
812	445.7792843
813	445.5445896
814	445.126436
815	444.8639417
816	444.6473032
817	444.2080279
818	443.855559
819	443.3235857
820	442.8725452
821	442.6108563
822	442.0368003
823	441.5662881
824	441.0411857
825	440.5305523
826	440.1619329
827	439.9512043
828	439.4490474
829	439.1400325
830	438.7369746
831	438.2840144
832	438.0829886
833	437.4816257
834	437.2199224
835	436.6756509
836	436.1025373
837	435.7571648
838	435.4540358
839	435.3013655
840	435.0866808
841	434.9333303
842	434.4402758
843	434.2285232
844	434.1000288
845	433.8507342
846	433.6777204
847	433.2956436
848	433.1132927
849	433.0287738
850	432.7283337
851	432.3797016
852	432.0542428
853	431.7799317
854	431.4699995
855	431.2473025
856	430.904426
857	430.3599998
858	429.922686
859	429.4774751
860	428.9729437
861	428.6830898
862	428.2792233
863	427.8522711
864	427.667738
865	427.2981944
866	427.0707883
867	426.4531083
868	426.2731803
869	426.0949074
870	425.7967662
871	425.3582811
872	424.8969762
873	424.5721854
874	424.3362954
875	423.9285154
876	423.7442682
877	423.3363404
878	423.2207133
879	423.0487127
880	422.5656379
881	422.250952
882	422.1424196
883	421.6382003
884	421.4898228
885	421.4107878
886	420.9930902
887	420.8165776
888	420.6991296
889	420.3787842
890	420.1231418
891	419.8126808
892	419.5669756
893	419.2998792
894	418.7856153
895	418.6597289
896	418.4399841
897	418.3315215
898	418.1874065
899	417.6336107
900	417.0248864
901	416.7365283
902	416.4928385
903	416.0609371
904	415.6708011
905	415.5267436
906	415.3767637
907	415.2887876
908	414.8301131
909	414.4320505
910	414.3062305
911	414.1746124
912	413.6585599
913	413.3958863
914	412.9708041
915	412.6495868
916	412.3435468
917	411.8079137
918	411.706012
919	411.2390662
920	410.8942855
921	410.7136417
922	410.236755
923	409.807831
924	409.6460911
925	409.1268226
926	408.9340124
927	408.4484315
928	408.2333696
929	408.0399504
930	407.702887
931	407.2356531
932	406.9194873
933	406.6090963
934	406.3313441
935	405.8934373
936	405.5391777
937	405.2753006
938	405.0800765
939	404.8044054
940	404.4115913
941	404.3102337
942	404.1516343
943	403.6247349
944	403.3412399
945	403.1059353
946	402.9819391
947	402.5956313
948	402.2136682
949	402.0881805
950	401.7619042
951	401.5126374
952	401.3416395
953	400.9841374
954	400.8076622
955	400.5148675
956	400.2911824
957	400.0123047
958	399.7358586
959	399.6414686
960	399.41734
961	399.2315768
962	398.8804977
963	398.6603571
964	398.2390248
965	398.0498877
966	397.8843612
967	397.8019404
968	397.6513065
969	397.6005813
970	397.3155491
971	397.2205718
972	396.9426788
973	396.8457575
974	396.6081637
975	396.374289
976	396.2572957
977	396.1944177
978	395.9597471
979	395.8372123
980	395.7349454
981	395.4859361
982	395.4041776
983	395.1030065
984	394.7624117
985	394.4573837
986	394.3122068
987	394.2061368
988	393.8089568
989	393.5492194
990	393.116478
991	392.8620523
992	392.7309717
993	392.2250884
994	391.9155966
995	391.84317
996	391.6202345
997	391.3740509
998	391.2369846
999	391.09061
